id;uuid;district;name;street;zip_city;begin;end;20151116;20151117;20151118;20151119;20151120;20151121;20151122;20151123;20151124;20151125;20151126;20151127;20151128;20151129;20151130;20151201;20151202;20151203;20151204;20151205;20151206;20151207;20151208;20151209;20151210;20151211;20151212;20151213;20151214;20151215;20151216;20151217;20151218;20151219;20151220;20151221;20151222;20151223;20151224;20151225;20151226;20151227;20151228;20151229;20151230;20151231;20160101;20160102;20160103;20160104;20160105;20160106;organizer;org_address;org_contact;phone;phone2;fax;hours;email;web;facebook;kind;lat;lng;fee;remarks;todo;transit
100;92;Reinickendorf;"Weihnachtsaktion im Einkaufszentrum ""Der Clou""";am Kurt-Schumacher-Platz;13405 Berlin;2015-11-16;2015-12-24;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;13:00-18:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;13:00-18:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-14:00;;;;;;;;;;;;;;"Center-Management des Einkaufszentrums ""Der Clou""";;;49 87 20 96;;495 27 63;Mo-Sa 10:00-20:00<br>06./20.12. 13:00-18:00<br>24.12. 10:00-14:00;info@derclouberlin.de;www.derclouberlin.de;;gewerblich;52.563043;13.327618;;<p>Wir bringen Sie vom 16. November bis 24. Dezember 2015 in Weihnachtsstimmung: Die festliche Weihnachtsdekoration wird ab 23. November 2015 glänzend beleuchtet.</p><p>Unsere Himmelsbäckerei für Kinder ist vom 30. November bis 18. Dezember 2015, jeweils montags bis freitags, um 10:00, 11:00, 16:00 und 17:00 Uhr geöffnet. Die Kinder backen unter Anleitung unserer Himmelsbäckerin (kostenlos) Plätzchen. Anmeldungen für die Himmelsbäckerei nehmen wir persönlich im Büro des Center-Managements oder telefonisch unter 030/495 70 58 entgegen.</p><p>An unseren verkaufsoffenen Adventssonntagen, am 06. Dezember und am 20. Dezember 2015, haben Sie zusätzlich von 13:00 Uhr – 18:00 Uhr die Möglichkeit, die Geschenke für Ihre Lieben zu kaufen.</p><p>Gebührenfreies Parken! Am 06. Dezember und am 20. Dezember 2015.</p><p>Heiligabend und Silvester sind die Geschäfte von 10:00 Uhr – 14:00 Uhr für Sie geöffnet.</p>;neuer text;U Kurt-Schumacher-Platz
102;94;Reinickendorf;Weihnachtsfachmarkt in den Hallen Am Borsigturm;Am Borsigturm 2, Einkaufscenter;13507 Berlin ;2015-11-23;2015-12-24;;;;;;;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;13:00-18:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;13:00-18:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-14:00;;;;;;;;;;;;;;Center Manager: Herr Wilhelm, Werbegemeinschaft Hallen am Borsigturm;;;72 62 66 00;;;Mo-Sa 10:00-20:00<br>06./20.12. 13:00-18:00<br>24.12. 10:00-14:00;info@hallenamborsigturm.de;www.hallenamborsigturm.de;https://www.facebook.com/hallenamborsigturm;gewerblich;52.584894;13.285817;;<p>Der Weihnachtsmarkt in den Hallen am Borsigturm findet zum Großteil im Einkaufscenter statt. Vor dem Center befindet sich ein Außenmarkt und ein Verkaufsplatz für Rotfichten, Nordmanntannen und Co vom Tannenmann.</p>;text checked;
104;2110;Reinickendorf;XIII. Kunsthandwerklicher Weihnachtsmarkt Frohnau;Zeltinger Platz / Ludolfingerplatz;13465 Berlin;2015-12-05;2015-12-06;;;;;;;;;;;;;;;;;;;;11:00-18:00;11:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Interessengemeinschaft Frohnauer Geschäfte – IFG;;KUNSTHAND-BERLIN, Cornelja Hasler;40 63 70 31;0173/216 66 88;401 74 40;11:00-18:00;info@kunsthand-berlin.de;www.kunsthand-berlin.de;;gewerblich;52.633130;13.289572;;<p>Seit 12 Jahren lädt der Kunsthandwerkliche Weihnachtsmarkt in Frohnau Groß und Klein zum Staunen ein. Es ist mittlerweile schon Tradition in Frohnau: Freunde treffen, gemeinsam über den Weihnachtsmarkt schlendern, Geschenke für Groß und Klein entdecken und einfach nur Frohnau genießen.  Wie man hört, soll dieser Weihnachtsmarkt einer der schönsten und beschaulichsten Weihnachtsmärkte in Berlin sein. 140 Kunsthandwerker und Künstler setzen Akzente, sie gestalten Geschenkideen, die im Handel nicht erhältlich sind.</p><p>Mit dabei die zahlreichen karitativen Organisationen wie KIWANIS Frohnau, LIONSCLUB Leipziger Platz, Rotary Berlin-Humboldt, das Kulturhaus Centre Bagatelle, der Berliner-Bürgerverein und natürlich die Freiwillige Feuerwehr Frohnau mit der großen Gulaschkanone.  Sie informieren, sammeln Spenden für wohltätige Projekte und geben Impulse für und mit Frohnau.</p><p> Samstag, 6. Dezember 2014, 12.00 bis 12.30 Uhr, Portal der Johanneskirche – Das Junge Blech Frohnau lässt die Posaunen erklingen</p><p>Samstag, 6. Dezember 2014, 16.30, Johanneskirche, Gottesdienst für die Kleinsten</p><p>Sonntag, 7. Dezember 2014, 14.00 bis 17.00 Uhr, Gemeindesaal der Johanneskirche Ballettvorführung  und Mitmachaktionen der Tanz- & Ballettschule Bärbel Unterwalder</p>;Old-void;
106;96;Reinickendorf;Adventsmarkt der Evangelischen Kirchengemeinde Alt-Wittenau;Dorfaue;13437 Berlin;2015-11-28;2015-11-28;;;;;;;;;;;;;14:00-17:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelische Kirchengemeinde Alt-Wittenau;Alt-Wittenau 29;;43 72 12 62;;43 72 12 66;14:00-17:30;info@dorfkirchewittenau.de;www.dorfkirchewittenau.de;;gemeinnützig;52.592455;13.329694;;<p>Hier können Sie Essbares, Lesbares, Nützliches und Schönes erwerben. In der Kirche und in allen Räumen auf dem Gelände des Gemeindehauses, Alt-Wittenau 64 und auf der Dorfaue werden verschiedene Aktivitäten angeboten.</p><p>In der Dorfkirche: Bläser, Adventsmusik. Im Gemeindehaus: Kaffee und Kuchen. Und im Pavillon: Basteln und Spielen.</p><p>Der Erlös des Weihnachtsmarktes ist für die Aktion „Brot für die Welt“ bestimmt.</p>;Old-mail;
108;98;Reinickendorf;Weihnachtsmarkt vor der Johanneskirche Frohnau;Zeltinger Platz 18;13465 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;14:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johanneskirche Frohnau;;;401 20 33;;401 20 79;14:00-18:00;post@ekg-frohnau.de;www.ekg-frohnau.de;;gemeinnützig;52.634140;13.29209;;<p>Wir laden Sie herzlichst zum Weihnachtsmarkt vor der Johanneskirche Frohnau am 1. Advent ein.</p>;Old-mail;
110;100;Spandau;42. Spandauer Weihnachtsmarkt;Spandauer Altstadt;13597 Berlin;2015-11-25;2015-12-23;;;;;;;;;;11:00-20:00;11:00-20:00;11:00-21:00;11:00-22:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-21:00;11:00-22:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-21:00;11:00-22:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-21:00;11:00-22:00;11:00-20:00;11:00-20:00;11:00-20:00;11:00-20:00;;;;;;;;;;;;;;;Partner für Spandau Gesellschaft für Bezirksmarketing mbH;;Herr Dettmann;36 75 72 61;;35 30 23 32;täglich ab 11:00;info@partner-fuer-spandau.de;www.spandauer-weihnachtsmarkt.de;;gewerblich;52.537052;13.204966;;<p>Der ebenmäßige Baum aus dem Fichtelgebirge strahlt mit mehreren Tausend Lichtern von zentraler Stelle aus über die malerischen Weihnachtshäuser, Handwerksstände und Feuerkörbe auf dem Marktplatz und in den angrenzenden Straßen. Sie ergänzen das reichhaltige Angebot des Spandauer Einzelhandels mit seinen Kaufhäusern und über 150 Geschäften in der Altstadt. Die größte zusammenhängende Fußgängerzone Berlins präsentiert so nicht nur einen der imposantesten deutschen Weihnachtsmärkte, sondern auch eine überaus interessante und historisch gewachsene Einkaufslandschaft im Advent!</p><p>Montags bis freitags öffnen etwa 250 Marktstände, Kunsthandwerker und Schausteller, an den Adventswochenenden erhöht sich die Zahl der zusätzlichen Anbieter in der gesamten, stimmungsvoll illuminierten Spandauer Altstadt. Ein wesentlicher Schwerpunkt dabei ist Kunst- und Kunsthandwerk aus aller Welt.</p><p>An jedem Mittwoch ist Familientag: Mit dem Besuch des Weihnachtsmannes, der die Weihnachtswünsche der Kinder auf der Bühne entgegennimmt und gemeinsam mit ihnen singt. An diesem Wochentag bietet zudem jeder Stand mindestens ein Produkt zum Familien-Sonderpreis an.</p><p>Eine Weihnachtskrippe mit lebendigen Tieren und ein historischer Kunsthandwerkermarkt im mittelalterlichen Ambiente laden rund um die Kirche St. Nikolai ein. Hier sind gestaltende Handwerker und Kunsthandwerker zu erleben. Die Besucherinnen und Besucher können sich märchenhaft und musikalisch in vergangene Zeiten entführen lassen.</p>;neuer text;
112;102;Spandau;45. Spandauer Weihnachtstraum - Kleiner Weihnachtsmarkt;auf dem Rathausvorplatz;13597 Berlin;2015-11-25;2015-12-27;;;;;;;;;;11:00-21:00;11:00-21:00;11:00-22:00;10:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;10:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;10:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;10:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;;11:00-22:00;10:00-22:00;11:00-21:00;;;;;;;;;;;Wollenschlaeger, Thilo-Harry;;;0163/400 05 00;03322/428 82 45;03322/423 41 39;Mo-Do 11:00-21:00<br>Fr 11:00-22:00<br>Sa 10:00-22:00<br>So 11:00-21:00;info@wollenschlaeger-berlin.de;www.wollenschlaeger-berlin.de;https://www.facebook.com/SpandauerWeihnachtstraum;gewerblich;52.535232;13.200732;;<p>Mit dem Anschnitt des längsten Weihnachtsstollen Berlins durch Helmut Kleebank, dem Bürgermeister von Spandau, wird der „Spandauer Weihnachtstraum“ am 25. November 2015 eröffnet. Der Verkaufserlös aus jedem Stück Stollen, der in Berlins ältester Bäckerei, der Familienbäckerei Rösler, hergestellt wurde, kommt der Kunstwerkstatt der „Herberge zur Heimat“ in Spandau zugute, die „hilfsbedürftigen Menschen mit Kunst und Kultur einen Weg zurück ins Leben eröffnen will“, wie Bezirksbürgermeister Kleebank betont.</p><p>Beim Baumschmück-Wettbewerb unter der Schirmherrschaft von Bezirksstadtrat Gerhard Hanke wetteifern Schüler um den am schönsten dekorierten Weihnachtsbaum. Das Deko-Material spendet das Kaufhaus Karstadt. Und der Wirtschaftshof Spandau präsentiert den überdimensionalen Adventskalender, bei dem es täglich etwas zu gewinnen gibt. Gewinnen können die Besucher vom „Spandauer Weihnachtstraum“ auch bei der Doppelstock-Verlosung vom „Jolly Joker“.</p><p>„Jolly“, also lustig, geht es zudem in der „Time Factory“ zu, und der sprechende Elch oder das historische Kinderkarussell werden den kleinen Besuchern viel Freude bereiten. Weitere Attraktionen beim „Spandauer Weihnachtstraum“ sind die Glühwein-Pyramide und die Original-Feuerzangenbowle, wie sie einst im gleichnamigen Film mit Heinz Rühmann zubereitet wurde.<p>Am Ende eines langen und beschwingten Besuchs beim romantischen und zugleich unterhaltsamen „Spandauer Weihnachtstraum“ wartet dann der Nachtwächter auf die Besucher. Zu vorgerückter Stunde schreitet er mit seiner Laterne über den Weihnachtsmarkt und erzählt Geschichten, wie sie sich einst hier oder andernorts zugetragen haben. Vielleicht wird er auch an dem einen oder anderen Stand, im Gespräch mit dem einen oder anderen Besucher viele Geschichten entdecken, die er zu neuen, spannenden Anekdoten in der Weihnachtszeit verknüpft.</p>;text checked;
114;104;Spandau;Weihnachtsmarkt im Evangelischen Johannesstift;Schönwalder Allee 26;13587 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;12:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelisches Johannesstift;;;33 60 90;;33 60 95 06;12:00-18:00;info@Evangelisches-Johannesstift.de;www.evangelisches-johannesstift.de;;gemeinnützig;52.567834;13.191662;;<p>Am 1. Advent, lädt das Evangelische Johannesstift von 12 bis 18 Uhr zu seinem traditionellen Weihnachtsmarkt ein. Bläsergruppen und besinnliche Veranstaltungen stimmen die Besucherinnen und Besucher auf die Vorweihnachtszeit ein. Für Kinder gibt es neben der beliebten Rundfahrt mit der Stiftseisenbahn „Hans Dampf“, Weihnachtszauberei und eine Weihnachtsbäckerei. In beleuchteten Zelten werden christliche Traditionen der Weihnachtszeit ausgestellt.</p><p>Auf dem Budenmarkt rund um die Stiftskirche können Besucherinnen und Besucher die vorweihnachtliche Atmosphäre genießen, Weihnachtsgeschenke kaufen und sich von den zahlreichen kulinarischen Leckereien verwöhnen lassen.</p><p>In der Weihnachtsstadt im großen Festsaal bieten Bewohnerinnen und Bewohner sowie Mitarbeiterinnen und Mitarbeiter kreative Geschenkideen an, von Kunstgewerbe bis zur Bastelarbeit.</p><p>Das Evangelische Johannesstift befindet sich in der Schönwalder Allee 26 in 13587 Berlin Spandau. Direkt vor der Tür hält der Bus M45 an der Haltestelle Johannesstift.</p>;Old-mail;
116;106;Spandau;Sozialer Weihnachtsmarkt von Goldnetz;Földerichplatz;13595 Berlin;2015-12-05;2015-12-05;;;;;;;;;;;;;;;;;;;;14:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Goldnetz gGmbH;;;28 88 37 77;;28 88 37 35;14:00-18:00;;www.goldnetz-berlin.de;;gemeinnützig;52.520905;13.193291;;"<p>""Geschenke für alle!"" ist das Motto des 9. großen Weihnachtsmarktes vom Goldnetz Sozialmarkt Berlin. Um 14 Uhr eröffnen Bezirksstadtrat für Soziales und Gesundheit Frank Bewig gemeinsam mit Gisela Pfeifer-Mellar, Geschäftsführerin von Goldnetz gGmbH, unseren Weihnachtsmarkt 2014.</p><p>Alle Jahre wieder ist es uns eine Herzensangelegenheit, Menschen mit geringem Einkommen zu Weihnachten einen gabenreichen Tisch zu decken. Dazu laden wir Sie auf unseren Weihnachtsmarkt auf dem Földerichplatz, Spandau, ganz herzlich ein.</p><p>Freuen Sie sich auf ein buntes Bühnenprogramm mit Musik von Weldvox, Kies und Schotter, dem Posaunenchor der Matthias-Claudius-Gemeinde, Parker’s Pack und Garet Cosmo. Es gibt auch eine spannende Tombola, dabei es nur Gewinne gibt! Auch für leckere Speisen und Getränke wird gesorgt sein und unsere kleinen Gäste dürfen sich vom Nikolaus überraschen lassen.</p><p>Wir freuen uns auf Sie!</p><p>Der Markt macht’s… unsere Märkte richten sich an alle, die monatlich über weniger als 900,- € Nettoeinkommen verfügen. Nachzuweisen bitte unter Vorlage des „Berlinpass“, ALG I/II-, Renten-, BAFÖG-Bescheid oder einer Verdienstbescheinigung. Diese Unterlagen gelten in Verbindung mit dem Personalausweis.</p>";old;
118;108;Spandau;28. Kladower Christkindlmarkt;Imchenplatz;14089 Berlin;2015-12-05;2015-12-06;;;;;;;;;;;;;;;;;;;;12:00-19:00;12:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cladower Dorf Union e. V.;;;331 23 22;;331 23 22;12:00-19:00;;www.kladower-christkindlmarkt.de;;gemeinnützig;52.452567;13.148174;;<p>Auf dem Kladower Christkindlmarkt gibt es ein abwechslungsreiches Bühnenprogramm für und mit Groß und Klein. Den größten Anteil aber nimmt weihnachtliche Musik von Kindern für Kinder im Programm ein. Der Kladower Christkindlmarkt findet große Unterstützung durch das ortsansässige Gewerbe und viele Bürger. Diese spenden attraktive Gewinne für unsere Tombola.</p><p>Der Weihnachtsmann mit seinen Engeln darf natürlich auch nicht fehlen. Mit einem großen Sack voller kleiner Geschenke ziehen sie zur Freude der Kinder an beiden Tagen über den Markt. Für das leibliche Wohl ist natürlich auch durch die Arbeit vieler ehrenamtlicher Helfer gesorgt, in Form von Glühwein, nichtalkoholischen Getränken, Bier, Lumumba, Kaffee, Kuchen, Waffeln, Bratwurst, Steak, Pilzpfanne und Erbsensuppe. Dies natürlich zu angemessenen Preisen, damit bei einem Besuch mit der Familie jeder satt vom Platz geht.</p><p>Sie suchen nach einem Weihnachtsgeschenk? Dann gehen Sie doch die bekannte Runde. Dort finden Sie an einem der zahlreichen kunstgewerblichen Stände bestimmt etwas Schönes.</p>;Old-mail;
120;2126;Steglitz-Zehlendorf;19. Markt der Kontinente 2015 in den Museen Dahlem (letztmalig);Museen Dahlem, Lansstr. 8;14195 Berlin;2015-11-21;2015-11-22;;;;;;11:00-19:00;11:00-19:00;;;;;;11:00-19:00;11:00-19:00;;;;;;11:00-19:00;11:00-19:00;;;;;;11:00-19:00;11:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;Verein der Freunde des Ethnologischen Museums e. V. in Zusammenarbeit mit den Staatlichen Museen zu Berlin;;;830 14 38;;;11:00-19:00;www.smb.museum.de;www.marktderkontinente.de;;gewerblich;52.457319;13.293020;Eintritt 8 €<br>ermäßigt 4 €<br>bis 18 Jahre Eintritt frei für die Museen Dahlem inklusive Markt, Konzerte, Workshops, Führungen, Kinderprogramm;<p>Die Augen schließen, dem Marktgetümmel lauschen, den Geruch der erlesenen Gewürze und Tees erschnuppern, der mitreißenden Musik lauschen und die wohlige Wärme genießen – die Augen öffnen und mitten in einem der schönsten Museen der Stadt stehen. Bevor die Ausstellungen des Ethnologischen Museums und des Museums für Asiatische Kunst nach und nach abgebaut, restauriert und verpackt werden, um in das neugebaute Stadtschloss zu ziehen, genießen wir noch einmal ihre volle Pracht.</p><p>An über sechzig Ständen werden Waren aus verschiedenen Regionen der Erde verkauft – eine Fundgrube für ungewöhnliche Weihnachtsgeschenke! Ein Schwerpunkt liegt auf Produkten, die direkt in den jeweiligen Ländern hergestellt werden. Mit ihrem Verkauf werden soziale und strukturelle Projekte vor Ort unterstützt. Das Angebot reicht von handgewebten afrikanischen Stoffen, über Schmuck aus Indien oder Filzwaren aus Kasachstan bis zu farbenfrohen südamerikanischen Wandbehängen, von australischen Hängematten bis zu Rcycling-Taschen aus Ghana.</p><p>An jedem Wochenende steht ein anderer Kontinent Pate für Konzerte, Workshops und Museumsführungen. Musiker der Kontinente bieten mehr als nur Konzerte: Musikworkshops in den Ausstellungen und Präsentationen verschiedener Instrumente. Die Klänge der Welt sind in mehreren Konzerten am Tag zu hören und die Marktbesucher lernen sibirischen Obertongesang oder indonesisches Gamelan, singen Gospel oder tanzen wie in Bollywoodfilmen, erforschen das ghanaische Fontomfrom und schwingen sich mit brasilianischen Rhythmen auf ferne Kontinente.</p><p>Während Eltern auf dem Markt der Kontinente einkaufen oder die Schätze der Museen Dahlem entdecken, können Kinder in Workshops aktiv werden – oder umgekehrt. An jedem Wochenende gibt es neben musikalischen Darbietungen zahlreiche Angebote für die ganze Familie und natürlich auch für andere – Alte und Junge, Einzelne oder Gruppen. Kurz: für alle Neugierigen, die sich mitten in Berlin auf Weltreise begeben möchten.</p><p>Am ersten Markttag (21. November von 11:00-18:00 Uhr) feiern wir wieder ein großes Kinderfest! Der Kontinent der Kinder kennt keine Grenzen! Hier können Kinder von 4 bis 99 quer durch die Kulturen spielen, gestalten, tanzen, lauschen, sägen und die weite Welt in Workshops, Führungen, Spielen und Konzerten mit allen Sinnen ergründen.</p>;neuer text;
124;2204;Steglitz-Zehlendorf;Advent in der Königlichen Gartenakademie;Altensteinstr. 15a;14195 Berlin;2015-11-20;2015-12-23;;;;;10:00-20:00;10:00-17:30;11:00-17:00;;10:00-17:30;10:00-17:30;10:00-17:30;10:00-20:00;10:00-17:30;11:00-17:00;;10:00-17:30;10:00-17:30;10:00-17:30;10:00-20:00;10:00-17:30;11:00-17:00;;10:00-17:30;10:00-17:30;10:00-17:30;10:00-20:00;10:00-17:30;11:00-17:00;;10:00-17:30;10:00-17:30;10:00-17:30;10:00-20:00;10:00-17:30;11:00-17:00;;10:00-17:30;10:00-17:30;;;;;;;;;;;;;;;Königliche Gartenakademie;;;83 22 09 00;;832 20 90 10;Mo geschlossen<br>Di-Do 10:00-17:30<br>Fr 10:00-20:00<br>Sa 10:00-17:30<br>So 11:00-17:00;info@koenigliche-gartenakademie.de;www.koenigliche-gartenakademie.de;;gewerblich;52.455766;13.300563;;<p>Anlässlich des Thronjubiläums Ihrer Majestät Queen Elisabeth II. und ihres Besuches in Berlin im Juni dieses Jahres stellt die Königliche Gartenakademie die Adventszeit unter das Motto: GREAT BRITISH CHRISTMAS “If you can dream it you can find it here”</p><p>Das Glashaus präsentiert prachtvolle Weihnachtsdekorationen, Geschenke aller Art, eine große Auswahl an Büchern und very british presents and Christmas goodies. Im Adventshaus wird eine große Vielfalt von Adventskränzen angeboten, die mit oder ohne Schmuck und Kerzen sowie unterschiedlichsten Dekorationselementen für die ganz persönliche Kranzkreation zu erwerben sind.</p><p>Auf dem weihnachtlich geschmückten Außengelände der Gartenakademie findet man prächtige dänische Weihnachtsbäume aus ökologisch nachhaltigem Anbau. Eine auserlesene Ausstellung von Solitären aus der Baumschule Lorberg ziert die Parkplatzmitte und last but not least sorgen zwei echte Originale... (- dies bleibt noch eine Überraschung -)  für britisches Flair.</p><p>Auf der Wochenkarte des festlich geschmückten Cafés in der Gartenakademie stehen während der Adventszeit neben Roastbeef und Fish & Chips noch viele andere Klassiker der neuen englischen Küche. Jeden Mittwoch- und Donnerstagnachmittag werden zu live Klaviermusik scones, clotted cream & jam sowie ein großes Sortiment an Kuchen und warmen Getränken angeboten. Und das Café wartet jeweils freitags um 19.00 Uhr (bis ca. 22.00 Uhr) in stimmungsvollem Ambiente mit einem weihnachtlichen Buffet auf. Eine Reservierung wird empfohlen.</p><p>Eigens für das diesjährige Motto Great British Christmas wurde von der britischen Künstlerin und Bühnenbildnerin Polly Wickham die Kulisse für Betty‘s gemütlichen Tearoom entworfen, der in einem weiteren Gewächshaus eingerichtet wird, wo ausschließlich freitags, samstags und sonntags englische cream teas, victoria sponge cake, sandwiches und andere britische Köstlichkeiten serviert werden.</p>;text new, img old;
130;2134;Steglitz-Zehlendorf;5. Zehlendorfer Weihnachtsmarkt auf der Dorfaue;Teltower Damm, am Rathaus Zehlendorf;14163 Berlin;2015-11-23;2015-12-30;;;;;;;;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;11:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;11:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;11:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;11:00-22:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-16:00;13:00-20:00;13:00-20:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;;;;;;;;BA Steglitz-Zehlendorf, Büro des Bezirksbürgermeisters;;Schausteller- und Gastronomiebetriebe Laurence Blume;0151/24 11 78 50;;815 20 85;So-Do 11:00-21:00<br>Fr-Sa 11:00-22:00<br>24.12. 11:00-16:00<br>25.12./26.12. 13:00-20:00;laurenceblume@web.de;http://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2015/pressemitteilung.394593.php;;gewerblich;52.433530;13.259371;;<p>Vom 23.11 bis zum 30.12.2015 findet am Rathaus Zehlendorf, auf der Dorfaue, der mittlerweile traditionelle 5. Zehlendorfer Weihnachtsmarkt statt. Für fünf Wochen wird es dann eine Schlittschuhbahn, Glühwein, süße und herzhafte Leckereien, Kinderattraktionen und Kunsthandwerk im gemütlichen Kiez-Ambiente geben.</p><p>Für den Weihnachtsmarkt 2015 haben sich die Organisatoren wieder etwas Neues einfallen lassen. So wird es für die 20×18-Meter-Schlittschuhbahn, unter den beleuchteten Bäumen der Zehlendorfer Dorfaue, eine spezielle Rabatt- und Angebotsaktion für Schulen und Kitas geben, welche mit Coupons auf Flyern beworben wird. Bei der Schlittschuhbahn handelt es sich um eine Kunsteisbahn, welche besonders umweltfreundlich ist und vor allem die kleinen Besucherinnen und Besucher begeistert. Ebenfalls neu ist die Weihnachtsbäckerei für Kinder, welche das Angebot von Kinderland und Bastelhütte abrunden wird. Lesestunden mit dem Weihnachtsmann und das Bühnen- und Musikprogramm an den Wochenenden (Sa+So ab 16:00 Uhr) laden Jung und Alt auf die Zehlendorfer Dorfaue ein. Kinder können kostenlos an der großen Familienpaket-Los-Aktion teilnehmen. Neben kulinarischen Leckereien bietet der Hauptgewinn auch freien Eintritt auf der Eisbahn.</p><p>Am Freitag, dem 27. November 2015, um 18:00 Uhr wird Herr Bezirksbürgermeister Norbert Kopp die Gäste persönlich begrüßen. Ein stimmungsvolles musikalisches Programm wird die Gäste auf das erste Adventswochenende einstimmen.</p><p>Die Öffnungszeiten des Weihnachtsmarktes sind jeweils täglich von 11:00 Uhr bis 21:00 Uhr sowie am Freitag und Samstag von 11:00 Uhr bis 22:00 Uhr. Der Eintritt für die Besucherinnen und Besucher ist frei!</p>;neuer text;
132;110;Steglitz-Zehlendorf;Steglitzer Weihnachtsmarkt vor dem Forum Steglitz;Schloßstr. 1;12163 Berlin;2015-11-23;2016-01-06;;;;;;;;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-20:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-20:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-20:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-20:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-16:00;10:30-20:00;10:30-20:00;10:30-20:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-21:00;10:30-20:00;10:30-21:00;10:30-21:00;10:30-21:00;Schausteller- und Gastronomiebetriebe Laurence Blume;;;0151/24 11 78 50;;815 20 85;10:30-21:00<br>So 10:30-20:00<br>24.12. 10:30-16:00<br>25./26.12. 10:30-20:00;Lb@blume-events.de;www.blume-events.de;;gewerblich;52.464220;13.3272;;<p>Auch dieses Jahr findet der Weihnachtsmarkt vor dem Forum Steglitz in der Schloßstraße statt.</p>;text checked;
